date,open,close,high,low,volume
2022-03-15,23.23,27.96,27.96,23.23,7322
2022-03-16,30.8,30.8,30.8,30.8,877
2022-03-17,33.92,33.92,33.92,33.92,1968
2022-03-18,37.35,37.35,37.35,37.35,1807
2022-03-21,41.13,41.13,41.13,41.13,842
2022-03-22,45.28,45.28,45.28,45.28,1104
2022-03-23,49.85,49.85,49.85,49.85,1942
2022-03-24,54.88,54.88,54.88,54.88,2319
2022-03-25,60.41,60.41,60.41,60.41,2042
2022-03-28,66.49,66.49,66.49,66.49,15535
2022-03-29,70.58,73.18,73.18,69.28,140664
2022-03-30,73.18,65.82,74.59,65.82,130406
2022-03-31,61.59,68.37,71.85,60.62,110133
2022-04-01,65.76,64.39,72.47,62.59,87653
2022-04-06,63.66,60.39,65.17,58.59,64725
2022-04-07,58.49,63.89,65.14,57.6,76880
2022-04-08,62.29,57.46,62.57,57.46,67877
2022-04-11,54.59,51.67,55.59,51.67,23220
2022-04-12,46.78,47.47,52.84,46.46,77487
2022-04-13,45.96,45.33,47.52,43.79,56135
2022-04-14,45.08,49.9,49.9,44.9,95206
2022-04-15,48.61,49.79,52.2,46.1,83242
2022-04-18,47.36,48.29,49.47,46.55,49698
2022-04-19,47.79,47.83,50.5,47.06,49737
2022-04-20,47.83,44.09,48.44,43.01,68240
2022-04-21,45.23,48.54,48.54,44.49,37453
2022-04-22,49.59,46.67,52.45,46.67,82401
2022-04-25,42.29,41.96,43.58,41.96,53451
2022-04-26,39.77,37.72,40.97,37.72,39818
2022-04-27,36.0,38.63,38.86,35.79,40566
2022-04-28,37.92,36.52,39.39,36.3,41082
2022-04-29,36.49,38.68,40.2,36.49,54780
2022-05-05,38.09,42.59,42.59,38.09,48333
2022-05-06,41.59,42.59,45.58,41.25,74910
2022-05-09,42.49,43.69,45.03,41.95,47550
2022-05-10,43.02,43.66,44.32,42.24,41955
2022-05-11,46.29,43.67,48.07,43.61,80041
2022-05-12,42.02,42.42,43.48,41.81,47877
2022-05-13,42.42,42.48,43.04,41.09,31438
2022-05-16,43.8,41.57,44.49,41.12,42127
2022-05-17,41.26,41.27,42.19,40.35,32375
2022-05-18,41.0,45.44,45.44,41.0,50108
2022-05-19,44.27,45.45,46.25,44.14,59346
2022-05-20,45.45,46.59,46.79,44.8,54373
2022-05-23,46.49,46.12,46.49,45.22,35296
2022-05-24,46.22,43.21,47.98,43.2,64125
2022-05-25,42.6,45.56,47.1,42.25,56333
2022-05-26,45.09,47.13,50.09,44.68,76341
2022-05-27,46.36,45.96,47.23,45.19,53668
2022-05-30,46.56,45.98,46.85,44.6,31905
2022-05-31,46.12,45.2,46.12,44.39,27605
2022-06-01,44.99,45.67,46.08,44.42,31740
2022-06-02,45.29,45.89,46.41,44.79,33873
2022-06-06,45.88,46.6,46.76,45.59,36201
2022-06-07,46.75,45.68,46.77,44.81,35583
2022-06-08,46.02,44.0,46.03,43.17,35781
2022-06-09,43.65,41.77,44.0,41.72,29128
2022-06-10,41.59,42.69,43.31,41.45,22000
2022-06-13,42.83,44.86,46.96,42.83,36381
2022-06-14,44.52,43.84,45.85,42.59,33388
2022-06-15,44.18,44.75,46.19,44.09,40238
2022-06-16,44.39,45.44,46.09,43.89,33380
2022-06-17,45.02,44.44,45.36,43.79,27037
2022-06-20,44.0,45.29,45.85,43.96,22436
2022-06-21,45.87,43.57,45.87,43.17,24187
2022-06-22,43.78,42.75,44.51,42.47,18139
2022-06-23,42.77,47.04,47.04,42.77,53849
2022-06-24,48.65,48.4,50.36,47.29,95090
2022-06-27,47.87,49.02,49.27,47.37,55335
2022-06-28,49.05,50.05,51.36,48.46,64843
2022-06-29,49.07,47.51,49.47,47.32,42670
2022-06-30,47.62,48.32,48.32,47.04,29856
2022-07-01,48.26,47.58,49.27,47.33,29391
2022-07-04,47.66,49.41,49.82,45.87,39898
2022-07-05,48.77,48.86,49.85,48.35,27978
2022-07-06,48.87,50.5,51.27,48.67,46312
2022-07-07,50.07,49.02,51.35,48.94,36709
2022-07-08,48.4,47.59,48.94,47.53,25312
2022-07-11,47.48,48.08,48.12,46.08,18632
2022-07-12,47.87,45.65,48.06,45.57,24253
2022-07-13,45.37,45.86,46.36,44.92,17546
2022-07-14,45.67,47.75,48.27,45.65,24953
2022-07-15,47.27,47.27,48.37,46.77,15813
2022-07-18,47.45,46.99,47.58,46.17,12795
2022-07-19,46.87,49.86,49.87,46.65,35041
2022-07-20,49.75,52.03,53.84,48.92,58403
2022-07-21,51.23,51.06,52.44,50.41,39361
2022-07-22,51.19,50.05,52.03,49.09,25803
2022-07-25,50.3,48.59,50.79,48.4,18109
2022-07-26,48.8,48.4,48.86,47.37,16556
2022-07-27,48.42,48.94,49.81,48.42,18434
2022-07-28,48.57,50.67,53.5,48.46,33117
2022-07-29,48.88,46.63,49.35,46.37,41376
2022-08-01,46.99,51.31,51.31,46.87,37593
2022-08-02,52.34,51.33,54.63,50.98,81947
2022-08-03,48.37,52.6,54.47,47.73,73329
2022-08-04,51.57,50.97,51.81,49.07,39842
2022-08-05,50.27,50.57,52.18,49.68,27156
2022-08-08,50.54,50.88,51.22,49.88,24813
2022-08-09,49.96,51.19,51.83,49.39,32835
2022-08-10,50.75,51.56,52.87,50.66,35520
2022-08-11,50.87,51.96,52.58,50.29,33692
2022-08-12,51.97,49.99,52.35,49.89,28226
2022-08-15,49.57,50.17,50.26,48.89,14551
2022-08-16,49.87,49.35,50.22,49.07,15425
2022-08-17,49.35,49.53,49.73,48.56,15255
2022-08-18,49.56,49.72,49.85,49.23,11892
2022-08-19,49.64,48.49,49.9,48.35,14672
2022-08-22,48.49,48.84,49.26,47.37,9610
2022-08-23,48.55,49.47,49.56,47.87,11356
2022-08-24,49.17,46.73,49.32,46.64,18629
2022-08-25,46.37,45.05,47.27,44.54,17030
2022-08-26,45.47,44.42,45.76,44.38,9825
2022-08-29,43.47,44.27,44.79,43.23,7615
2022-08-30,44.27,43.93,44.83,43.67,7226
2022-08-31,43.88,41.38,44.07,41.27,13197
2022-09-01,41.51,41.49,41.96,41.27,6072
2022-09-02,41.66,42.08,42.26,41.35,7791
2022-09-05,42.09,41.08,42.48,40.69,8976
2022-09-06,41.2,41.78,42.1,40.99,9026
2022-09-07,41.49,41.92,41.97,41.39,7695
2022-09-08,41.92,42.63,43.08,41.69,13373
2022-09-09,42.45,42.42,42.46,41.09,10765
2022-09-13,42.68,46.68,46.68,42.68,23924
2022-09-14,46.69,48.07,51.32,46.68,67968
2022-09-15,48.02,45.68,48.04,44.88,41372
2022-09-16,45.2,45.6,47.5,45.15,35028
2022-09-19,44.92,43.99,45.42,43.47,23963
2022-09-20,44.4,44.2,44.75,43.12,18502
2022-09-21,43.57,43.86,44.67,42.8,14895
2022-09-22,43.54,46.14,48.26,43.54,48041
2022-09-23,44.87,44.27,46.59,43.85,34979
2022-09-26,43.23,41.79,43.66,41.61,23837
2022-09-27,41.46,42.15,42.41,41.46,14264
2022-09-28,42.05,39.3,42.27,39.28,21004
2022-09-29,39.33,40.25,42.47,39.33,20431
2022-09-30,40.25,39.45,40.25,39.0,11741
2022-10-10,39.97,37.62,40.27,37.2,16374
2022-10-11,37.62,37.15,37.85,36.22,7974
2022-10-12,37.12,37.85,37.86,36.31,11021
2022-10-13,37.85,38.44,38.78,36.89,12725
2022-10-14,38.73,38.8,39.07,37.88,13647
2022-10-17,38.68,39.88,40.87,38.68,20204
2022-10-18,39.88,39.56,40.0,39.3,13486
2022-10-19,39.32,39.4,39.77,38.75,10386
2022-10-20,38.87,38.83,39.72,38.18,11734
2022-10-21,38.83,38.44,39.33,38.18,9806
2022-10-24,38.68,39.11,40.32,38.68,21019
2022-10-25,39.08,38.65,39.76,38.0,17707
2022-10-26,39.25,39.32,39.72,38.07,17930
2022-10-27,39.32,39.12,39.95,39.12,15303
2022-10-28,38.87,36.8,39.08,36.78,18310
2022-10-31,36.07,38.27,38.77,36.06,17113
2022-11-01,38.44,38.93,39.37,38.28,12870
2022-11-02,38.97,39.17,39.52,38.53,11441
2022-11-03,39.02,40.02,40.17,38.94,16275
2022-11-04,40.02,40.28,40.6,39.55,15486
2022-11-07,40.31,39.91,40.87,39.73,11804
2022-11-08,40.04,40.22,40.32,39.57,10941
2022-11-09,42.37,40.41,43.83,40.37,25931
2022-11-10,39.98,38.78,40.37,38.57,21921
2022-11-11,39.46,38.65,39.61,38.56,18608
2022-11-14,38.67,38.13,38.97,37.51,11368
2022-11-15,38.07,38.77,38.78,37.74,10080
2022-11-16,38.86,39.52,40.05,38.73,19473
2022-11-17,39.85,39.94,39.95,38.56,17194
2022-11-18,39.93,38.75,40.23,38.68,14853
2022-11-21,38.43,38.9,39.34,38.37,8741
2022-11-22,38.72,38.29,39.32,38.04,11421
2022-11-23,38.14,37.7,38.23,37.09,9754
2022-11-24,37.96,37.87,38.06,37.56,5056
2022-11-25,37.87,37.25,37.87,37.17,6664
2022-11-28,36.87,37.56,37.65,36.58,6468
2022-11-29,37.47,37.77,37.77,37.37,8277
2022-11-30,38.26,37.83,38.64,37.77,10827
2022-12-01,37.75,37.92,38.27,37.73,9004
2022-12-02,37.97,37.87,38.16,37.37,8135
2022-12-05,38.09,38.47,38.55,37.78,12909
2022-12-06,38.38,38.69,38.73,38.04,11386
2022-12-07,38.47,38.62,39.04,38.18,9481
2022-12-08,38.61,38.82,38.95,38.28,8852
2022-12-09,38.83,38.11,39.02,38.04,8475
2022-12-12,38.13,38.3,38.61,37.31,11057
2022-12-13,38.34,37.35,38.45,37.24,8464
2022-12-14,37.37,37.04,38.22,36.79,6754
2022-12-15,37.07,37.24,37.3,36.87,4559
2022-12-16,37.23,36.28,37.23,36.23,8362
2022-12-19,36.25,35.58,36.51,35.52,5862
2022-12-20,35.58,35.58,36.02,34.9,3551
2022-12-21,35.58,34.29,35.58,34.18,6472
2022-12-22,34.4,33.36,34.56,33.19,6915
2022-12-23,33.31,32.92,33.46,32.67,5110
